id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
8944290160,20141104T000000,230000,3,2,1510,3413,2,0,0,3,7,1510,0,1985,0,98031,47.3912,-122.167,1570,3777
4166600473,20141209T000000,359500,4,2.25,2390,11250,2,0,0,3,9,2390,0,1988,0,98023,47.3305,-122.371,2480,11250
7282300125,20141112T000000,330000,3,1,980,7000,1,0,0,3,6,980,0,1953,0,98133,47.7617,-122.357,1220,7000
8658300340,20140523T000000,80000,1,0.75,430,5050,1,0,0,2,4,430,0,1912,0,98014,47.6499,-121.909,1200,7500
1723049270,20150107T000000,340500,3,2,2270,28025,1,0,0,4,7,1920,350,1947,0,98168,47.4857,-122.318,1770,14833
2172000075,20140623T000000,290900,2,2,1610,17600,2,0,0,3,6,1610,0,1930,1983,98178,47.4855,-122.266,1310,12950
8820902200,20141113T000000,1.20E+06,4,2.75,4110,8400,2,0,1,3,9,3130,980,1928,2013,98125,47.717,-122.281,2820,8400
3629920030,20140808T000000,520000,4,2.25,1890,3006,2,0,0,3,7,1890,0,2003,0,98029,47.5461,-121.998,1580,3000
6665800030,20140718T000000,590000,4,2.75,2910,10650,1,0,2,3,8,1780,1130,1975,0,98033,47.6658,-122.188,2920,10988
9169600135,20141027T000000,525000,3,1.5,1350,6000,1,0,2,3,7,900,450,1950,0,98136,47.5275,-122.391,1730,6012
2625069070,20150410T000000,1.39E+06,4,3.25,4860,181319,2.5,0,0,3,9,4860,0,1993,0,98074,47.6179,-122.005,3850,181319
8732131090,20150428T000000,295000,4,2.5,2160,7725,1,0,0,4,8,1460,700,1978,0,98023,47.3078,-122.378,2060,8250
1895000260,20140721T000000,207950,2,2,890,5000,1,0,0,3,6,890,0,1917,0,98118,47.5158,-122.264,1860,5000
8691370400,20141216T000000,699900,4,2.75,2810,7302,2,0,0,3,9,2810,0,2002,0,98075,47.5985,-121.977,2820,7302
5423010350,20150210T000000,1.28E+06,5,2.5,3400,9500,2,0,1,4,8,3400,0,1977,0,98027,47.5645,-122.082,3080,11081
3760000030,20141030T000000,669950,5,2.5,2820,14062,2,0,0,4,7,2380,440,1960,0,98034,47.7081,-122.215,1910,10392
1727500340,20140614T000000,397500,3,2,1510,6710,1,0,0,3,7,1070,440,1972,0,98034,47.7193,-122.216,1660,6600
4432600075,20150128T000000,725000,4,2,2110,4140,2,0,0,3,9,1710,400,1925,2003,98116,47.5836,-122.387,1440,4420
9274202270,20140818T000000,625000,2,1.5,1490,5750,1.5,0,0,4,7,1190,300,1900,0,98116,47.5872,-122.39,1590,4025
7852030960,20141106T000000,437500,3,2.5,2120,4500,2,0,0,3,7,2120,0,2000,0,98065,47.5322,-121.88,2530,4816
5467900070,20140502T000000,342000,3,2,1930,11947,1,0,0,4,8,1930,0,1966,0,98042,47.3672,-122.151,2200,12825
1245002952,20141015T000000,1.20E+06,4,2.5,2770,7800,2,0,0,3,10,2770,0,1999,0,98033,47.684,-122.205,2720,10000
2769600560,20140527T000000,529000,3,1,1210,3328,1.5,0,0,4,7,1210,0,1924,0,98107,47.6729,-122.363,1640,3333
9238901420,20150202T000000,442000,3,1,1190,5100,1,0,0,4,7,1030,160,1941,0,98136,47.5346,-122.385,1690,5100
5126310400,20150305T000000,480000,4,2.5,2600,7787,2,0,0,3,8,2600,0,2005,0,98059,47.4877,-122.139,2830,7787
2827100070,20141105T000000,290000,4,1,1330,8184,1.5,0,0,3,7,1330,0,1949,0,98133,47.7343,-122.347,1220,660
9276201895,20140820T000000,615000,3,1.75,1900,5000,1,0,0,5,7,950,950,1951,0,98116,47.5789,-122.393,1770,5000
1922059046,20141029T000000,308000,3,1,1980,39150,1.5,0,0,3,6,1580,400,1932,0,98030,47.3818,-122.225,1860,11811
925059288,20150507T000000,750000,3,2.5,2400,7745,2,0,0,3,9,2400,0,2001,0,98033,47.6734,-122.173,2080,8615
1432400335,20150325T000000,288000,3,1,1190,7560,1,0,0,5,6,1190,0,1958,0,98058,47.452,-122.177,1190,7560
726049331,20150326T000000,515000,5,3,2530,5105,1,0,0,3,8,1520,1010,2005,0,98133,47.7546,-122.341,2290,4011
3340401555,20141105T000000,235000,4,1.5,1690,11054,1,0,0,4,5,1690,0,1930,0,98055,47.4667,-122.215,1690,9040
4348800030,20141121T000000,727500,2,2,1240,9119,1,0,0,4,7,1240,0,1952,0,98004,47.6221,-122.193,1380,9121
3225079035,20140618T000000,1.60E+06,6,5,6050,230652,2,0,3,3,11,6050,0,2001,0,98024,47.6033,-121.943,4210,233971
339500160,20141008T000000,662000,3,1.75,2500,36947,1,0,0,3,9,2500,0,1984,0,98052,47.6917,-122.084,2590,28837
1545807610,20150429T000000,270500,3,2.5,1780,7848,1,0,0,3,7,1320,460,1978,0,98038,47.3608,-122.056,1680,7848
1843200240,20150505T000000,200000,2,1.5,1360,1898,2,0,0,3,7,1360,0,1978,0,98092,47.2852,-122.19,1360,1898
1521069070,20150218T000000,204000,3,1,1040,7405,1,0,0,4,6,1040,0,1971,0,98010,47.3105,-122.021,1580,7405
2459500310,20150218T000000,358000,3,2.25,1610,6655,2,0,0,4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529
6204420070,20150501T000000,452000,4,1.75,1570,8268,1,0,0,3,7,1570,0,1979,0,98011,47.7373,-122.197,1870,8190
5694500105,20141204T000000,595000,2,2,1510,4000,1,0,0,4,7,1010,500,1900,0,98103,47.6582,-122.345,1920,4000
9485740340,20150310T000000,346900,4,2.5,1970,5106,2,0,0,3,8,1970,0,1999,0,98055,47.449,-122.205,2230,5109
2270000070,20141030T000000,280000,4,2.5,1560,4350,2,0,0,3,7,1560,0,2003,0,98056,47.5025,-122.186,1560,4350
7800800160,20141121T000000,375000,3,2.25,2120,18500,2,0,0,4,8,2120,0,1983,0,98031,47.3914,-122.169,2120,14479
2473420140,20140923T000000,315000,4,2.75,2300,18360,1,0,0,4,7,1560,740,1979,0,98058,47.4518,-122.16,1870,9588
4099500935,20140723T000000,705000,3,1.75,2180,10221,1,0,2,4,7,1140,1040,1946,0,98040,47.5885,-122.248,2180,8535
4025300135,20150508T000000,451000,3,1.75,1790,9813,2,0,0,3,7,1790,0,1949,0,98155,47.749,-122.305,1520,10125
3294700310,20140902T000000,261000,2,1,750,8125,1,0,0,4,6,750,0,1943,0,98055,47.4727,-122.198,1340,8750
5486800070,20140620T000000,1.95E+06,7,3.5,4640,15235,2,0,1,3,11,2860,1780,1965,2003,98040,47.5666,-122.231,3230,20697
8648100200,20141027T000000,331500,4,2.5,2050,10271,2,0,0,3,7,2050,0,1998,0,98042,47.3628,-122.075,2050,8103
1921069084,20140707T000000,404950,4,2.25,2340,217014,1,0,0,4,8,2340,0,1982,0,98092,47.2953,-122.083,2340,107898
5307100060,20141216T000000,638700,3,1.75,2080,9162,1,0,0,3,7,1370,710,1960,0,98005,47.5846,-122.168,1870,8944
2436701180,20140814T000000,671500,5,2.75,2160,4000,1.5,0,0,5,7,1530,630,1927,0,98105,47.667,-122.289,2040,4000
4045500710,20141218T000000,405000,2,0.75,1160,15029,1,0,0,4,6,870,290,1937,0,98014,47.6929,-121.87,1870,25346
5104510270,20140718T000000,338900,4,2.5,1830,5612,2,0,0,3,7,1830,0,2003,0,98038,47.3572,-122.015,1830,5998
98020350,20150123T000000,720000,4,4,3200,7708,2,0,0,3,10,3200,0,2004,0,98075,47.5816,-121.97,3480,7944
222069082,20141217T000000,300000,2,1,1220,75794,1,0,0,4,7,1220,0,1963,0,98038,47.4219,-122.007,2010,98010
1088650310,20150127T000000,530000,4,2.5,2320,5493,2,0,0,3,8,2320,0,2004,0,98028,47.7727,-122.229,2450,5471
7511800070,20140821T000000,264000,3,1.5,1820,10608,1,0,0,4,7,1820,0,1962,0,98003,47.3366,-122.306,1380,8976
3876300310,20141022T000000,439000,4,2.25,2060,10070,2,0,0,3,7,2060,0,1975,0,98034,47.7258,-122.177,2060,8155
7504010570,20140708T000000,900000,3,2.5,3180,12600,2,0,0,4,11,3180,0,1978,0,98074,47.6366,-122.058,3030,12835
1442740140,20140930T000000,370000,3,2.25,2110,13300,2,0,0,4,8,2110,0,1985,0,98038,47.3725,-122.06,2470,14000
1123049053,20150213T000000,360000,4,2.5,1840,9611,2,0,0,3,7,1840,0,1996,0,98178,47.4964,-122.251,1830,8505
8018600765,20140604T000000,240500,3,1.75,1460,10584,1,0,0,3,7,990,470,1997,0,98168,47.492,-122.317,1220,12012
662310400,20141017T000000,515000,4,3,3590,8249,2,0,0,3,9,3590,0,1997,0,98023,47.2846,-122.341,2860,7995
8651100140,20140805T000000,1.22E+06,4,2.25,3200,15367,2,0,0,4,9,3200,0,1962,0,98040,47.5494,-122.216,3070,15263
7199350340,20140825T000000,460000,3,1.75,1440,7070,1,0,0,3,7,1440,0,1980,0,98052,47.6947,-122.125,1440,7210
3904901710,20150224T000000,435500,3,2.25,1450,4789,2,0,0,3,7,1450,0,1985,0,98029,47.5665,-122.018,1560,4490
6865200444,20140505T000000,531000,2,3,1270,1175,2,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800
9498200046,20150206T000000,443500,2,1,940,6804,1,0,0,3,7,940,0,1949,0,98177,47.7047,-122.373,1150,6930
1796380960,20141126T000000,223000,3,2,1670,6824,1,0,0,3,7,1300,370,1990,0,98042,47.3666,-122.084,1660,7586
2321300390,20141105T000000,650000,3,2,1870,3388,1,0,0,4,8,1230,640,1925,0,98199,47.6372,-122.395,1780,4050
3905040800,20140925T000000,533600,3,2.5,1930,5080,2,0,0,4,8,1930,0,1990,0,98029,47.5694,-122.001,2190,5085
4379400260,20140610T000000,695000,3,2.75,2540,4694,2,0,0,3,9,2540,0,2005,0,98074,47.6214,-122.024,2600,6344
2826049234,20150114T000000,425000,3,2.25,1820,8814,1,0,0,3,7,1280,540,1967,0,98125,47.7162,-122.309,1810,7515
6600700030,20150506T000000,525000,3,2.25,1490,9414,2,0,0,3,7,1490,0,1981,0,98052,47.6844,-122.113,1290,10125
9407110700,20150113T000000,175000,3,1,1250,9775,1,0,0,3,7,1250,0,1971,0,98045,47.4474,-121.771,1390,9650
461001615,20150225T000000,605000,2,1.75,1760,5000,1,0,0,4,7,940,820,1927,0,98117,47.682,-122.372,1530,5000
6411600069,20140521T000000,325000,3,1,990,6750,1,0,0,4,6,990,0,1947,0,98133,47.7125,-122.331,1440,6860
582000135,20140622T000000,565000,2,1.75,1330,6000,1,0,0,4,7,960,370,1914,1945,98199,47.6539,-122.396,1620,6000
3204800370,20141212T000000,426700,3,1.75,2080,7700,1,0,0,5,7,1600,480,1968,0,98056,47.5375,-122.178,1680,7700
8832900550,20140912T000000,650000,3,2.5,2690,11575,1,0,3,3,8,2130,560,1957,0,98028,47.7605,-122.267,2390,11782
7212652180,20140701T000000,314500,3,2,2050,13303,1,0,0,3,8,2050,0,1993,0,98003,47.2681,-122.31,2180,11590
7852180340,20140930T000000,430000,3,2.5,2360,6699,2,0,0,3,7,2360,0,2003,0,98065,47.5317,-121.853,2360,4744
2490200320,20150320T000000,545000,3,1.75,1680,6200,1.5,0,0,3,7,1680,0,1916,0,98136,47.5338,-122.384,1680,5100
2324039036,20150403T000000,597500,3,2,2150,5400,1.5,0,0,4,7,1380,770,1911,0,98126,47.555,-122.379,1940,6500
5196410260,20150422T000000,1.00E+06,3,2.5,3180,10492,2,0,2,3,10,3180,0,1991,0,98052,47.655,-122.124,3000,9812
3760500116,20141120T000000,3.07E+06,3,2.5,3930,55867,1,1,4,4,8,2330,1600,1957,0,98034,47.7022,-122.224,2730,26324
259900160,20150102T000000,748000,4,3.5,2770,3330,2,0,0,3,8,1970,800,2001,0,98052,47.6327,-122.109,2180,3380
708000030,20140902T000000,888000,3,1.5,1250,8710,1,0,0,4,7,1250,0,1953,0,98004,47.6245,-122.198,1750,9185
1062100116,20150121T000000,475000,3,2.5,1640,5097,2,0,0,3,7,1640,0,1969,0,98155,47.7522,-122.278,1880,6000
1775920350,20141124T000000,323000,3,1,1290,12231,1,0,0,3,7,1290,0,1976,0,98072,47.7404,-122.11,1390,11632
6145600041,20140514T000000,306000,3,1.5,1220,1086,3,0,0,3,8,1220,0,2007,0,98133,47.7049,-122.353,1220,1422
3300701615,20140930T000000,655000,4,2.5,2630,4000,3,0,0,3,8,2630,0,2002,0,98117,47.6915,-122.381,1640,4000
5151600340,20140709T000000,290000,3,1.5,1950,15954,1,0,0,4,8,1950,0,1959,0,98003,47.336,-122.319,1940,12667
2710600045,20140616T000000,460000,3,1.75,1550,4708,1,0,0,4,7,860,690,1949,0,98115,47.6759,-122.286,1880,5600
6067910030,20150316T000000,664000,4,2.75,2510,11880,1,0,0,5,8,1630,880,1978,0,98006,47.5427,-122.181,2390,11211
7846700310,20140623T000000,280000,2,1,1010,3000,1,0,0,4,7,1010,0,1925,0,98045,47.4965,-121.785,1150,7000
7852070060,20140731T000000,1.15E+06,4,3.5,4370,18361,2,0,0,3,11,4370,0,2001,0,98065,47.544,-121.872,4190,13641
5102400105,20141013T000000,400000,4,1,1420,4875,1.5,0,0,3,7,1420,0,1930,0,98115,47.6942,-122.321,1110,5413
2346200030,20150105T000000,802541,5,2.75,2990,6768,2,0,0,3,9,2990,0,2014,0,98006,47.5462,-122.182,2870,6768
1321710030,20140519T000000,320000,3,2.5,2680,7757,2,0,0,3,8,2680,0,1990,0,98023,47.2918,-122.346,2430,8231
5450900060,20140923T000000,1.48E+06,5,2.5,4570,19252,2,0,0,5,10,4570,0,1965,0,98040,47.5553,-122.22,3180,13314
8024200350,20150304T000000,410000,2,1,800,4342,1,0,0,3,6,670,130,1927,0,98115,47.6997,-122.316,1210,4343
3121500340,20140712T000000,690000,4,2.5,2900,23488,2,0,0,3,9,2900,0,1992,0,98053,47.6726,-122.03,2900,34589
766500030,20140610T000000,225000,3,1.75,1760,26055,1,0,0,3,7,920,840,1979,0,98042,47.3664,-122.1,1350,13475
6664000030,20141009T000000,980000,4,2.25,2240,11034,2,0,0,3,8,2240,0,1976,0,98004,47.5894,-122.195,2300,11550
6205500030,20141103T000000,480000,4,2,2180,10575,1,0,0,2,6,1730,450,1950,0,98005,47.589,-122.177,2180,12010
41000454,20140815T000000,130000,2,1,880,9000,1,0,0,3,5,880,0,1928,0,98188,47.4672,-122.291,1410,10000
7203600550,20140804T000000,325000,2,1,1060,5703,1,0,2,4,6,1060,0,1946,0,98198,47.3444,-122.327,2240,4416
9477200560,20150413T000000,440000,3,1.75,1530,7245,1,0,0,4,7,1530,0,1984,0,98034,47.731,-122.191,1530,7490
4022907770,20141014T000000,550000,4,1.75,2480,14782,1,0,3,3,8,1460,1020,1958,0,98155,47.7646,-122.271,2910,10800
5231000060,20140805T000000,310000,3,1.75,1490,7150,1,0,0,5,6,1490,0,1967,0,98059,47.5015,-122.124,1350,9100
3216900060,20140625T000000,390000,4,2.5,2340,8548,2,0,0,3,8,2340,0,1993,0,98031,47.4206,-122.183,1970,6818
7967200060,20140908T000000,243000,3,1.75,1450,12125,1,0,0,4,7,1450,0,1981,0,98001,47.3575,-122.28,1210,12125
8077210350,20140722T000000,639000,4,2.5,2210,9875,2,0,0,3,9,2210,0,1990,0,98074,47.6285,-122.025,2440,8799
8820903380,20150102T000000,730000,6,2.25,2660,13579,2,0,0,3,7,2660,0,1937,1990,98125,47.7142,-122.286,1120,8242
4233400400,20150414T000000,267000,3,2,1300,9644,1,0,0,3,7,1300,0,1994,0,98010,47.3131,-121.998,1430,9656
7694800270,20150420T000000,636000,3,2.5,2140,2770,2,0,0,3,8,1770,370,2007,0,98052,47.6664,-122.131,2510,2708
2473400340,20140604T000000,320000,3,1.5,1650,9380,1,0,0,5,7,1130,520,1978,0,98058,47.4525,-122.162,1720,8856
2525000510,20141106T000000,328000,3,1.75,1470,7650,1,0,0,3,7,1130,340,1983,0,98059,47.4818,-122.161,1590,7500
731500200,20150113T000000,347500,4,2.5,2156,3562,2,0,0,3,9,2156,0,2012,0,98030,47.3591,-122.201,1708,3539
2591820310,20141006T000000,365000,4,2.25,2070,8893,2,0,0,4,8,2070,0,1986,0,98058,47.4388,-122.162,2390,7700
6613000140,20141113T000000,1.30E+06,3,3.25,3400,5979,2,0,0,4,9,2290,1110,1937,0,98105,47.6585,-122.273,3090,6435
8159610060,20141119T000000,233000,3,2,1400,9177,1,0,0,3,7,1400,0,1974,0,98001,47.3415,-122.272,2020,8547
3300701170,20140620T000000,395000,3,1,1500,4000,1,0,0,3,6,900,600,1925,0,98117,47.6921,-122.38,950,4000
9277200111,20140714T000000,650000,4,1.75,2010,5070,1,0,1,4,7,1300,710,1963,0,98116,47.5793,-122.402,2180,5400
1138020200,20140903T000000,435000,4,1.5,1510,6460,1,0,0,3,7,1070,440,1970,0,98034,47.7121,-122.214,1450,6630
1563102435,20141210T000000,950000,3,1.75,2150,4200,1,0,4,5,8,1140,1010,1960,0,98116,47.5671,-122.405,2510,7500
3959400710,20140730T000000,447000,3,1,1370,6001,1,0,0,5,7,1230,140,1944,0,98108,47.5646,-122.317,1370,5520
8682300890,20140828T000000,699800,2,2.5,2380,6600,1,0,0,3,8,2380,0,2010,0,98053,47.717,-122.02,1870,6600
4385700765,20140603T000000,850000,3,1.75,1370,3850,1,0,0,5,7,770,600,1911,1988,98112,47.6374,-122.279,1390,3600
5149300200,20140902T000000,316500,3,1.75,1600,14250,1,0,0,3,7,1070,530,1979,0,98023,47.3272,-122.355,2140,14960
9273200140,20150121T000000,1.31E+06,2,2.25,3950,3938,2,0,4,3,10,2910,1040,1991,0,98116,47.5912,-122.384,3220,4500
9542300320,20150202T000000,856600,4,2.25,2400,13430,1,0,0,4,9,2400,0,1964,0,98005,47.5987,-122.178,2580,10077
770000045,20141024T000000,405600,5,1.5,2830,4000,2.5,0,0,4,8,2830,0,1918,0,98118,47.5132,-122.262,1480,4000
826079094,20150324T000000,330000,3,2,1400,218252,1,0,0,3,7,1400,0,1997,0,98019,47.7576,-121.934,2230,218222
208500160,20150107T000000,760000,4,2.5,2430,6099,1,0,0,5,8,1470,960,1965,0,98115,47.6777,-122.287,2180,6099
3343901234,20141113T000000,341500,3,1.5,1130,7223,1,0,0,4,7,1130,0,1961,0,98056,47.5089,-122.189,1320,7356
4040800810,20140502T000000,420000,3,2.25,2000,8030,1,0,0,4,8,1000,1000,1963,0,98008,47.6188,-122.114,2070,8250
3814400125,20141016T000000,493000,4,2,1910,2874,1,0,0,3,7,1060,850,1910,0,98122,47.6101,-122.295,1520,2874
7300400060,20140515T000000,370000,4,2.5,2710,5880,2,0,0,3,9,2710,0,1998,0,98092,47.3314,-122.172,2520,6000
1954700695,20140612T000000,2.25E+06,5,4.25,4860,9453,1.5,0,1,5,10,3100,1760,1905,0,98112,47.6196,-122.286,3150,8557
7230200340,20150225T000000,305000,3,1,1250,23680,1,0,0,5,7,1250,0,1967,0,98059,47.475,-122.11,1450,23680
1139000069,20141118T000000,320000,3,1.5,1240,1221,2,0,0,3,8,1050,190,2009,0,98133,47.7073,-122.356,1180,887
686500030,20141202T000000,650000,6,2.75,3610,10003,1.5,0,0,4,8,3610,0,1966,0,98008,47.6261,-122.125,2560,10004
2688100071,20150415T000000,500000,2,1,1280,5400,1,0,0,3,7,1280,0,1964,0,98117,47.6949,-122.371,1540,5670
2423069155,20141120T000000,460000,4,2,2090,40419,1,0,0,4,7,2090,0,1984,0,98027,47.4691,-121.993,2380,63162
2329500260,20140709T000000,232500,3,1.5,1940,9887,1,0,0,4,7,1140,800,1969,0,98003,47.3289,-122.327,1410,9936
205000520,20141006T000000,737500,4,2.5,3200,36276,2,0,0,3,9,3200,0,1993,0,98053,47.6304,-121.994,2930,33171
3885805935,20140926T000000,710000,4,2,1740,9000,1,0,0,5,8,1740,0,1958,0,98033,47.6815,-122.198,1850,7700
7852020640,20141020T000000,470000,3,2.5,2100,4700,2,0,0,3,8,2100,0,1999,0,98065,47.5341,-121.867,2100,4700
4083305445,20140815T000000,650000,3,2,1340,2720,1.5,0,0,3,7,1340,0,1913,0,98103,47.6518,-122.335,2030,4590
7855801610,20140519T000000,1.22E+06,4,2.5,3190,8684,1,0,3,5,9,1680,1510,1967,0,98006,47.5619,-122.162,3160,8684
8854100350,20150107T000000,625000,5,2.5,2990,15085,2,0,0,3,9,2990,0,2007,0,98011,47.746,-122.218,3150,13076
4365200860,20140606T000000,385200,4,1,1550,7740,1.5,0,0,3,6,1550,0,1954,0,98126,47.5222,-122.375,1220,7740
7843500070,20141118T000000,308000,4,2.25,1960,12243,2,0,0,3,8,1960,0,1989,0,98042,47.3405,-122.058,1910,12230
6067900060,20140605T000000,565000,3,2.75,2390,9966,1,0,0,5,8,1360,1030,1977,0,98006,47.5433,-122.185,2140,10713
7202340960,20140908T000000,581000,3,2.5,2600,4438,2,0,0,3,7,2600,0,2004,0,98053,47.6799,-122.034,2600,4904
259600260,20150122T000000,345000,3,1,1250,7210,1,0,0,4,7,1250,0,1964,0,98008,47.6329,-122.121,1530,8800
3276930400,20141022T000000,625000,4,2.25,2220,36085,2,0,0,3,9,2220,0,1989,0,98075,47.5839,-121.991,3000,36906
4045100075,20150325T000000,2.40E+06,4,4.25,4890,15188,2,0,2,3,11,3090,1800,1999,0,98040,47.5602,-122.227,3470,16201
4057300200,20141222T000000,310000,3,1.5,1150,3323,2,0,0,3,7,1150,0,1988,0,98029,47.5707,-122.017,1150,2980
6799300270,20140806T000000,310950,4,2.5,2030,4997,2,0,0,3,8,2030,0,2004,0,98031,47.393,-122.184,2095,5500
726049190,20150218T000000,431000,3,1,1810,7200,1,0,0,4,7,1130,680,1954,0,98133,47.7493,-122.351,1810,8100
1610000016,20140911T000000,175000,4,1,1300,6030,1.5,0,0,3,6,1300,0,1947,0,98168,47.4778,-122.286,1240,6900
7376300060,20140515T000000,465750,3,1.5,1260,10350,1,0,0,3,7,1260,0,1959,0,98008,47.6357,-122.123,1800,10350
7300200550,20150319T000000,659000,4,2.25,2610,24931,2,0,0,3,8,2610,0,1983,0,98075,47.5771,-122.05,2550,18306
2061100570,20150210T000000,595000,3,1.75,1910,5753,1,0,3,3,8,1110,800,1941,0,98115,47.6898,-122.327,1630,5580
8856890200,20140626T000000,350000,3,2.25,1780,16290,2,0,0,4,8,1780,0,1987,0,98058,47.4622,-122.127,1780,8810
8731951670,20140606T000000,270000,4,2.25,1900,8600,1,0,0,4,8,1900,0,1975,0,98023,47.3102,-122.381,2120,8000
4037200075,20140911T000000,662500,6,2.25,2450,25600,1,0,2,3,7,1340,1110,1957,0,98008,47.6061,-122.117,1850,10230
5066400483,20141120T000000,249900,3,1.75,1380,14000,1,0,0,4,5,1380,0,1939,1957,98001,47.294,-122.281,1490,18503
4167300310,20150317T000000,324500,3,1.75,1920,11340,1,0,0,4,7,1230,690,1977,0,98023,47.3272,-122.362,1980,9638
8682262400,20140718T000000,430000,2,1.75,1350,4003,1,0,0,3,8,1350,0,2004,0,98053,47.7176,-122.033,1350,4479
8682262400,20150513T000000,419950,2,1.75,1350,4003,1,0,0,3,8,1350,0,2004,0,98053,47.7176,-122.033,1350,4479
6777800160,20140728T000000,285000,4,1.75,2510,7440,1,0,2,4,8,1290,1220,1962,0,98032,47.3748,-122.276,1790,8000
1402950550,20150107T000000,332000,4,2.5,2470,7780,2,0,0,3,8,2470,0,2002,0,98092,47.3337,-122.191,2100,5972
2843200070,20141215T000000,282000,4,1.75,1660,10725,1,0,0,3,7,960,700,1956,0,98168,47.5033,-122.3,1340,9023
6450303785,20141118T000000,320000,3,1,1340,5175,1,0,0,3,7,940,400,1987,0,98133,47.7321,-122.34,1020,5500
9429500045,20140509T000000,428750,3,1,1620,30736,1.5,0,0,4,7,1620,0,1911,1977,98006,47.5719,-122.119,2440,28826
108000127,20141209T000000,456500,4,3.5,2000,2309,3,0,0,3,8,2000,0,2008,0,98177,47.7027,-122.361,1440,1548
1081300200,20140509T000000,352000,3,2.25,1640,11050,1,0,0,4,8,1640,0,1972,0,98059,47.4723,-122.121,1870,11050
9510900270,20141211T000000,254000,3,2,2070,9000,1,0,0,4,7,1450,620,1969,0,98023,47.3085,-122.376,1630,7885
3056800160,20140812T000000,370500,4,2.5,1790,6120,2,0,0,3,7,1790,0,2005,0,98059,47.4829,-122.128,1950,5660
2296500036,20150310T000000,450000,4,2.75,2980,13260,1,0,0,4,8,1800,1180,1979,0,98056,47.5152,-122.197,1920,10731
623069068,20140627T000000,425000,3,1,1520,213444,1.5,0,3,5,8,1520,0,1988,0,98027,47.5081,-122.093,2640,213444
1865820370,20141113T000000,166600,3,1.75,1150,8690,1,0,0,4,7,1150,0,1977,0,98042,47.3729,-122.115,1330,7040
6403310060,20140811T000000,539900,3,1.75,1650,10150,1,0,0,3,8,1230,420,1976,0,98033,47.6963,-122.169,1930,8958
8665050060,20140731T000000,457500,3,2.5,1500,4445,2,0,0,3,8,1500,0,1996,0,98029,47.5682,-122.005,1730,4408
3330500875,20141226T000000,381156,2,1,1320,3090,1,0,0,4,7,1320,0,1908,0,98118,47.5517,-122.276,1270,4120
6665800060,20150305T000000,795000,3,2,2920,13650,1,0,2,5,8,1460,1460,1975,0,98033,47.6652,-122.188,2920,10988
7504110030,20150211T000000,785000,4,2.5,3300,10514,2,0,0,3,10,3300,0,1984,0,98074,47.6323,-122.036,2820,11462
9536602080,20141219T000000,229000,3,1,1020,8100,1,0,0,3,7,1020,0,1954,0,98198,47.3586,-122.314,1020,8100
2349300060,20150212T000000,200000,4,2,1920,4822,1,0,0,2,6,920,1000,1914,0,98136,47.5507,-122.381,1120,4822
7749500370,20141021T000000,225000,4,2.25,1800,9350,1,0,0,3,8,1800,0,1969,0,98092,47.2959,-122.191,2060,8800
2436701200,20140912T000000,720000,3,1.75,2040,4000,2,0,0,5,7,1360,680,1924,0,98105,47.6675,-122.289,1610,4000
3323500030,20140604T000000,1.27E+06,5,2.5,3200,17204,1,0,0,3,7,2160,1040,1952,0,98004,47.6209,-122.222,4090,15732
2110200036,20141111T000000,700000,5,3.25,2400,3118,2,0,0,4,7,1780,620,1928,0,98122,47.6094,-122.291,2100,3941
1387300070,20140825T000000,374000,3,1.5,1330,10640,1,0,0,3,7,1330,0,1976,0,98011,47.7364,-122.193,1460,8520
2324800070,20140610T000000,740000,3,2.5,3000,25341,2,0,0,3,9,3000,0,1995,0,98053,47.6724,-122.013,3000,32417
880000189,20140811T000000,209000,3,2,1230,1340,2,0,0,3,7,1020,210,2003,0,98106,47.526,-122.361,1260,1312
643500030,20141114T000000,431650,5,2.5,1710,7700,1.5,0,0,3,7,1710,0,1962,0,98007,47.5922,-122.146,1530,7700
8566100200,20140508T000000,980000,5,2.5,3160,11470,1,0,0,4,9,1780,1380,1971,0,98040,47.5368,-122.216,3260,11470
4298100240,20140805T000000,660000,3,2.5,2680,28243,2,0,0,3,9,2680,0,1993,0,98077,47.7637,-122.05,2670,32130
1923000160,20140620T000000,905000,4,3.5,2970,14486,2,0,0,3,9,2340,630,1997,0,98040,47.5627,-122.215,3680,14486
7574910860,20140811T000000,800000,4,2.5,2570,50308,1.5,0,0,3,10,2570,0,1993,0,98077,47.7418,-122.039,3420,37891
2296500136,20140509T000000,839900,4,3.5,3810,13592,1,0,1,3,9,2560,1250,2013,0,98056,47.5134,-122.2,3230,9311
3278600710,20140714T000000,200000,1,1.5,1010,1157,2,0,0,3,8,950,60,2007,0,98126,47.5492,-122.372,1360,1688
2460700260,20150218T000000,300000,3,2,1480,6698,1,0,0,4,7,1080,400,1979,0,98058,47.4614,-122.168,1850,7348
3188100400,20140603T000000,530000,3,1.75,1250,6041,1.5,0,0,5,7,1250,0,1942,0,98115,47.69,-122.304,1180,6042
